
India;primary;Vermont;EB2;;03/20/2012;03/30/2012;;regular;no;;;;approved;05/03/2012
Colombia;primary;Texas;EB2-NIW;;04/01/2010;04/01/2010;;regular;yes;03/06/2012;;;pending;
India;primary;Texas;EB2;09/08/2011;01/10/2012;01/17/2012;;regular;no;;;;approved;05/08/2012
India;primary;Texas;EB1B;;02/03/2012;02/06/2012;;premium;;;;;approved;02/16/2012
India;primary;California;EB3;07/25/2011;12/12/2011;12/12/2011;12/12/2011;regular;no;04/05/2012;asked for experience letters f... more;04/17/2012;approved;05/08/2012
India;primary;Texas;EB2;03/08/2012;03/08/2012;03/08/2012;03/12/2012;regular;;;;;pending;
Mexico;primary;Nebraska;EB3;07/17/2006;08/17/2007;09/27/2007;;regular;;;;;approved;02/23/2009
India;primary;Nebraska;EB2;09/22/2011;02/10/2012;02/13/2012;;regular;no;;;;approved;04/10/2012
India;primary;Nebraska;EB2;07/13/2011;12/23/2011;12/27/2011;;regular;;;;;approved;03/25/2011
India;primary;Texas;EB2;06/13/2011;09/22/2011;09/22/2011;09/23/2011;premium;yes;03/12/2012;Ability to pay;03/14/2012;approved;05/07/2012
France;primary;Texas;EB2-NIW;;10/17/2011;10/18/2011;;regular;no;;;;approved;05/07/2012
India;primary;Texas;EB2;08/13/2004;05/01/2012;05/04/2012;05/04/2012;premium;no;;;;approved;05/07/2012
Philippines;primary;Nebraska;EB2;09/14/2011;12/13/2011;12/14/2011;12/14/2011;regular;yes;03/26/2012;Employment verification letter... more;04/09/2012;approved;04/14/2012
Taiwan;primary;Texas;EB2;01/16/2012;05/02/2012;05/03/2012;;premium;no;;;;approved;05/07/2012
India;primary;Dallas;EB2;05/26/2004;05/01/2012;05/02/2012;05/02/2012;premium;;;;;approved;05/07/2012
Morocco;primary;Texas;EB2;05/19/2011;08/26/2011;08/29/2011;;regular;no;;;;approved;05/07/2012
India;primary;Texas;EB2;;02/28/2012;02/28/2012;;premium;yes;03/08/2012;Ability to pay.
Again one m... more;;approved;05/02/2012
India;primary;Nebraska;EB1C;;03/19/2012;03/21/2012;;regular;;;;;approved;05/01/2012
India;primary;Texas;EB2;01/29/2010;08/01/2010;08/08/2010;;regular;no;;;;approved;03/10/2011
India;primary;Nebraska;EB2;;05/25/2011;05/25/2011;05/25/2011;premium;yes;06/02/2011;;;withdrawn;
India;primary;Nebraska;EB2;10/22/2011;01/10/2012;01/10/2012;;premium;;;;;denied;04/09/2012
India;primary;Texas;EB2;11/08/2008;07/30/2011;08/02/2011;08/02/2011;regular;yes;11/30/2011;Education and Experience relat... more;12/19/2011;approved;04/17/2012
Canada;primary;Texas;EB3;01/06/2010;06/14/2010;06/17/2010;;regular;yes;11/29/2010;recent pystabs;12/06/2010;pending;
India;primary;Texas;EB2;12/30/2010;12/20/2011;12/21/2011;12/22/2011;regular;yes;02/07/2012;Asked for few financial docume... more;04/10/2012;approved;04/30/2012
India;primary;Texas;EB2;08/26/2006;04/09/2012;04/10/2012;04/10/2012;premium;yes;04/23/2012;Some document requested from E... more;04/26/2012;approved;05/03/2012
Mongolia;primary;Texas;EB2-NIW;;01/02/2012;01/05/2012;01/05/2012;regular;no;;;;approved;05/04/2012
India;primary;Texas;EB2;11/21/2011;04/26/2012;04/27/2012;;premium;;;;;approved;05/03/2012
South Africa;primary;Texas;EB1C;03/28/2012;03/27/2012;03/28/2012;;regular;no;;;;approved;05/04/2012
India;primary;Texas;EB3;;09/23/2011;09/26/2011;;regular;no;;;;approved;05/03/2012
India;primary;Texas;EB1C;01/20/2012;01/19/2012;01/19/2012;;regular;no;;;;approved;03/23/2012
India;primary;Texas;EB2;09/19/2011;04/10/2012;04/11/2012;04/12/2012;regular;no;;;;approved;04/29/2012
China;primary;Texas;EB2;11/08/2011;04/20/2012;04/23/2012;05/02/2012;premium;no;;;;approved;05/02/2012
India;primary;Nebraska;EB2;04/15/2011;10/15/2011;10/17/2011;10/19/2011;regular;yes;02/09/2012;Ability to Pay (Taxes, Company... more;05/01/2012;approved;05/04/2012
India;primary;Nebraska;EB2-NIW;12/29/2011;12/28/2011;12/30/2011;;regular;no;;;;approved;05/01/2012
India;primary;Nebraska;EB3;01/16/2008;03/07/2008;03/10/2008;;regular;;;;;approved;12/05/2008
India;primary;Nebraska;EB2;;04/05/2012;04/09/2012;04/09/2012;premium;yes;04/13/2012;Progressive Experience after B... more;;approved;05/01/2012
United Kingdom;primary;Texas;EB1A;03/08/2012;03/08/2012;03/10/2012;;premium;no;;;;approved;03/22/2012
India;primary;Texas;EB1A;;10/21/2009;10/23/2009;;regular;yes;03/19/2010;questioned about everything, i... more;;denied;05/19/2010
India;primary;Texas;EB1B;;09/09/2011;09/12/2011;09/15/2011;regular;yes;02/02/2012;They need some company documen... more;04/27/2012;approved;05/02/2012
South Korea;primary;Texas;EB2;06/22/2007;04/13/2012;04/16/2012;04/16/2012;premium;;;;;approved;04/27/2012
India;primary;Nebraska;EB2;11/02/2011;04/26/2012;04/27/2012;04/29/2012;premium;no;;;;approved;04/30/2012
China;primary;Texas;EB2;11/11/2011;03/26/2012;03/26/2012;04/26/2012;regular;no;;;;approved;04/26/2012
Bangladesh;primary;Texas;EB2;09/01/2011;09/03/2011;09/05/2011;09/08/2011;regular;yes;03/22/2012;They asked for my employer... more;04/19/2012;approved;05/02/2012
India;primary;Nebraska;EB2;;04/27/2012;04/27/2012;;premium;;;;;approved;05/03/2012
India;primary;Texas;EB2;10/15/2010;03/15/2012;03/18/2012;;regular;no;;;;approved;05/02/2012
India;primary;Texas;EB2;09/06/2011;03/03/2012;03/19/2012;04/12/2012;premium;no;;;;approved;04/18/2012
India;primary;Texas;EB2;11/23/2011;04/02/2012;04/03/2012;04/03/2012;premium;yes;04/17/2011;Ability to Pay and all previou... more;04/27/2012;approved;05/01/2012
India;dependent;California;EB2;12/21/2010;07/18/2010;07/22/2010;;regular;;;;;approved;12/22/2010
India;primary;Nebraska;EB2;06/23/2011;11/18/2011;11/22/2011;;regular;yes;03/12/2012;Detailed experience letters.
... more;04/25/2012;approved;05/02/2012
India;primary;Nebraska;EB2;09/20/2011;03/21/2012;03/21/2012;;premium;yes;04/06/2012;;04/30/2012;approved;03/02/2012
India;primary;Nebraska;EB2;06/26/2003;03/23/2012;03/27/2012;03/27/2012;premium;yes;04/05/2012; Here are the RFE details.
Th... more;04/27/2012;approved;05/01/2012
India;primary;Nebraska;EB1C;11/22/2011;11/22/2011;11/24/2011;11/29/2011;regular;yes;03/02/2012;Offshore job duties descriptio... more;04/24/2012;approved;05/02/2012
India;primary;Texas;EB2;04/26/2011;10/17/2011;10/19/2011;10/19/2011;regular;yes;02/15/2012;Company's Financial Abili... more;04/11/2012;approved;05/01/2012
India;primary;Nebraska;EB2;;04/23/2012;04/24/2012;04/26/2012;premium;no;;;;approved;04/26/2012
Pakistan;primary;Texas;EB2-NIW;05/31/2011;05/31/2011;05/31/2011;06/01/2011;regular;no;;;;approved;04/27/2012
India;primary;Nebraska;EB2;01/17/2012;04/20/2012;04/23/2012;;premium;;;;;approved;05/01/2012
India;primary;Texas;EB1C;08/24/2011;08/17/2011;08/24/2011;;regular;yes;01/25/2012;Documents like organization ch... more;04/25/2012;approved;04/30/2012
India;primary;California;EB2;;03/18/2012;03/19/2012;;regular;;;;;approved;04/30/2012
India;primary;Texas;EB2;10/17/2011;02/24/2012;02/27/2012;;regular;no;;;;approved;04/30/2012
India;primary;Nebraska;EB2;06/20/2011;03/12/2012;03/13/2012;;regular;;;;;approved;04/30/2012
India;primary;Texas;EB1C;01/25/2012;01/25/2012;01/25/2012;01/26/2012;regular;no;;;;approved;04/30/2012
South Korea;primary;Texas;EB2-NIW;12/16/2011;12/16/2011;12/19/2011;12/22/2011;regular;;;;;approved;04/26/2012
India;primary;Texas;EB2;12/01/2011;04/04/2012;04/05/2012;04/09/2012;premium;yes;04/18/2012;;04/23/2012;approved;04/30/2012
India;primary;California;EB2;09/15/2011;04/24/2012;04/25/2012;04/26/2012;premium;;;;;approved;04/30/2012
India;primary;Nebraska;EB2;12/30/2011;04/25/2012;04/26/2012;04/30/2012;premium;no;;;;approved;04/27/2012
India;primary;Texas;EB1A;;09/19/2011;09/19/2011;;regular;;;;;pending;
India;primary;Texas;EB2;08/08/2011;12/01/2011;12/02/2011;12/02/2011;regular;yes;03/13/2012;Company details were required.;03/27/2012;approved;04/24/2012
India;primary;Texas;EB2;05/12/2011;01/09/2012;01/09/2012;01/11/2012;regular;no;;;;pending;
Venezuela;primary;Texas;EB2-NIW;01/19/2011;01/16/2011;01/19/2011;01/23/2011;premium;yes;;Birth certificate missing;;approved;11/02/2011
United Kingdom;primary;Texas;EB1A;11/10/2011;11/10/2011;11/10/2011;11/15/2011;regular;no;;;;approved;04/30/2012
India;primary;Texas;EB2;04/14/2008;08/18/2011;08/20/2011;08/22/2011;regular;yes;11/22/2011;Company Merger documents. Comp... more;12/18/2011;approved;04/17/2012
India;primary;Nebraska;EB1C;03/20/2012;03/20/2012;03/21/2012;03/21/2012;regular;no;;;;approved;04/29/2012
India;primary;Texas;EB1A;02/02/2011;02/02/2011;02/09/2011;03/02/2011;regular;yes;;;;approved;12/02/2011
Nepal;primary;Texas;EB2-NIW;10/21/2011;10/20/2011;10/21/2011;;regular;no;;;;approved;04/25/2012
China;primary;Nebraska;EB3;02/25/2005;08/10/2007;09/11/2007;09/11/2007;regular;yes;04/23/2009;Medical check;05/14/2009;pending;
Philippines;primary;Nebraska;EB2;09/13/2011;12/21/2011;12/22/2011;01/05/2011;regular;no;;;;approved;03/20/2012
India;primary;Texas;EB1C;12/28/2011;12/28/2011;12/28/2011;01/01/2011;regular;;;;;approved;04/06/2012
India;primary;Texas;EB2;11/07/2011;04/20/2012;04/24/2012;04/27/2012;premium;;;;;approved;04/27/2012
India;primary;Texas;EB2;12/07/2011;04/01/2012;04/06/2012;04/16/2012;premium;no;;;;approved;04/16/2012
India;primary;Texas;EB2;11/18/2011;04/18/2012;04/19/2012;;premium;no;;;;approved;04/26/2012
India;primary;Texas;EB1A;;12/13/2011;12/13/2011;;regular;;;;;approved;03/30/2012
India;primary;Nebraska;EB2;12/12/2008;02/06/2012;02/07/2012;02/12/2012;regular;no;;;;approved;04/26/2012
Philippines;primary;Nebraska;EB3;04/17/2006;04/17/2006;10/06/2006;04/17/2006;regular;;;;;approved;10/06/2006
Indonesia;primary;Texas;EB2-NIW;;10/04/2011;10/10/2011;;regular;yes;;;;approved;04/26/2012
India;primary;Texas;EB2;04/28/2011;08/24/2011;08/31/2011;09/04/2011;premium;;;;;approved;12/28/2011
India;primary;Texas;EB2;07/12/2011;12/17/2011;12/19/2011;12/21/2011;regular;yes;04/03/2012;Educational Evaluation;04/16/2012;approved;04/24/2012
India;primary;Texas;EB2-NIW;09/22/2011;09/22/2011;09/22/2011;;regular;yes;10/27/2011;Missing ETA-750b;11/07/2011;approved;01/18/2012
India;primary;Texas;EB2;08/01/2011;04/18/2012;04/23/2012;04/26/2012;premium;;;;;approved;04/26/2012
India;primary;Texas;EB2;05/05/2011;11/03/2011;11/03/2011;;regular;yes;03/21/2012;Waiting for the details :(;04/16/2012;approved;04/26/2012
Taiwan;primary;Texas;EB2-NIW;12/30/2011;12/27/2011;12/30/2011;01/02/2012;regular;no;;;;approved;04/24/2012
India;primary;Nebraska;EB2;01/10/2010;08/02/2010;08/03/2010;08/06/2010;regular;no;;;;approved;03/02/2011
Russia;primary;Texas;EB2-NIW;;11/29/2011;12/01/2011;;regular;no;;;;approved;04/24/2012
India;primary;Nebraska;EB2;02/12/2004;04/12/2012;04/13/2012;;premium;no;;;;approved;04/25/2012
India;primary;Texas;EB2;01/03/2005;04/17/2012;04/19/2012;04/23/2012;premium;no;;;;approved;04/25/2012
India;primary;Texas;EB2;07/18/2008;04/16/2012;04/17/2012;04/18/2012;premium;no;;;;approved;04/25/2012
India;primary;Texas;EB2;;04/12/2012;04/13/2012;;premium;;;;;approved;04/25/2012
India;primary;Texas;EB2;12/12/2011;03/29/2012;04/04/2012;;premium;no;;;;approved;04/12/2012
India;primary;Nebraska;EB2;;10/06/2011;10/07/2011;;regular;yes;;more detailed experience lette... more;04/01/2012;approved;04/23/2012
India;primary;Vermont;EB2;12/08/2011;04/11/2012;04/12/2012;04/16/2012;premium;;;;;approved;04/16/2012
China;primary;Texas;EB2-NIW;11/12/2011;11/12/2011;11/12/2011;11/16/2011;regular;no;;;;approved;04/20/2012
India;primary;Texas;EB3;07/24/2011;03/23/2012;03/21/2012;;regular;;;;;approved;04/20/2012
India;primary;Texas;EB2;03/08/2011;09/19/2011;09/20/2011;09/21/2011;regular;yes;02/08/2012;A2P;04/13/2012;approved;04/24/2012
India;primary;Texas;EB2;08/03/2011;04/16/2012;04/18/2012;04/18/2012;regular;no;;;;pending;
India;primary;Texas;EB2;05/13/2011;09/26/2011;09/26/2011;09/26/2011;regular;yes;01/26/2012;Ability to pay;04/06/2012;approved;04/24/2012
India;primary;Texas;EB2;08/26/2011;04/18/2012;04/19/2012;04/23/2012;premium;no;;;;approved;04/23/2012
Bulgaria;primary;Texas;EB2;11/16/2009;04/18/2012;04/19/2012;04/20/2012;premium;no;;;;approved;04/23/2012
Unknown;primary;Texas;EB2;07/17/2011;10/21/2011;10/24/2011;10/24/2011;regular;yes;03/15/2012;NOID (Notice of the Intent to ... more;04/12/2012;approved;04/20/2012
Pakistan;primary;Texas;EB2;06/22/2011;10/28/2011;10/31/2011;11/03/2011;regular;yes;02/22/2012;Ability to Pay. ;04/05/2012;approved;04/20/2012
India;primary;Texas;EB2-NIW;01/19/2012;01/18/2012;01/19/2012;01/22/2012;regular;no;;;;approved;04/20/2012
India;primary;Nebraska;EB2;10/19/2011;01/23/2012;01/25/2012;01/25/2012;regular;yes;03/29/2012; Employment Verification lette... more;04/10/2012;approved;04/19/2012
India;primary;California;EB2;12/18/2011;04/13/2012;04/16/2012;;premium;no;;;;approved;04/19/2012
India;primary;Nebraska;EB3;08/25/2007;11/29/2007;12/03/2007;12/03/2007;regular;no;;;;approved;03/03/2009
India;primary;Texas;EB1C;02/06/2012;02/02/2012;02/06/2012;02/06/2012;regular;;;;;approved;04/16/2012
India;primary;Nebraska;EB2;07/15/2011;04/12/2012;04/12/2012;04/13/2012;premium;no;;;;approved;04/18/2012
India;primary;Nebraska;EB2;05/16/2006;04/04/2012;04/06/2012;04/12/2012;premium;;;;;approved;04/12/2012
India;primary;Texas;EB1C;;01/31/2012;02/01/2012;;regular;no;;;;approved;04/16/2012
India;primary;Texas;EB2;;02/10/2012;02/15/2012;;premium;yes;02/22/2012;Detailed exp letters with role... more;;approved;04/23/2012
India;primary;Texas;EB3;03/18/2011;07/07/2011;07/17/2011;;regular;yes;11/17/2011;Employers eligibility to pay .;12/12/2011;approved;04/10/2012
Netherlands;primary;Texas;EB2;06/07/2011;01/04/2012;01/05/2012;;premium;;;;;approved;01/15/2012
India;primary;Nebraska;EB2;12/24/2011;03/28/2012;03/29/2012;;premium;yes;04/06/2012;5+ years progressive experienc... more;04/16/2012;approved;04/19/2012
South Korea;primary;Nebraska;EB2-NIW;10/11/2011;10/11/2011;10/11/2011;10/13/2011;regular;no;;;;approved;12/19/2011
India;primary;Nebraska;EB2;11/23/2011;04/13/2012;04/16/2012;04/20/2012;premium;;;;;approved;04/21/2012
India;primary;Nebraska;EB2;12/04/2009;04/10/2012;04/12/2012;;premium;no;;;;approved;04/13/2012
India;primary;Nebraska;EB2;03/23/2005;04/10/2012;04/11/2012;04/12/2012;premium;no;;;;approved;04/16/2012
India;primary;Texas;EB2;05/20/2010;08/17/2010;08/17/2010;08/23/2010;regular;;;;;approved;03/18/2011
China;primary;Texas;EB2-NIW;;11/10/2011;11/10/2011;;regular;no;;;;approved;04/20/2012
India;primary;Texas;EB2;05/17/2011;09/21/2011;09/23/2011;;regular;no;;;;approved;04/20/2012
India;primary;Texas;EB2;;10/07/2011;10/08/2011;10/11/2011;premium;;;;;approved;04/07/2012
South Korea;primary;Texas;EB2-NIW;;10/28/2011;10/31/2011;11/01/2011;regular;;;;;approved;04/20/2012
India;primary;Texas;EB2;05/05/2011;10/14/2011;10/18/2011;;regular;yes;03/07/2012;Clarification on the wage bein... more;04/04/2012;approved;04/20/2012
India;primary;Texas;EB2-NIW;06/07/2011;06/06/2011;06/07/2011;06/08/2011;regular;yes;11/10/2011;More evidences for eligibility... more;12/14/2011;denied;04/12/2012
India;primary;Texas;EB3;10/21/2011;04/11/2012;04/12/2012;04/13/2012;premium;no;;;;approved;04/19/2012
Nepal;primary;Nebraska;EB2;04/14/2011;01/27/2012;01/31/2012;;regular;no;;;;approved;04/19/2012
India;primary;Nebraska;EB1B;;03/28/2012;03/29/2012;;premium;no;;;;approved;03/30/2012
India;primary;Texas;EB1B;;07/02/2010;07/06/2010;;regular;yes;07/13/2010;Need more info from employer a... more;08/13/2010;denied;01/01/2011
India;primary;Nebraska;EB2;05/18/2011;10/13/2011;10/13/2011;10/17/2011;regular;yes;02/29/2012;University transcripts of my 4... more;03/27/2012;approved;04/19/2012
India;primary;Texas;EB2;02/02/2009;02/16/2010;02/17/2010;;regular;;;;;approved;03/12/2010
India;primary;Texas;EB2;09/27/2011;04/12/2012;04/13/2012;;premium;;;;;approved;04/19/2012
China;primary;Texas;EB2;08/17/2011;12/29/2011;12/29/2011;12/30/2011;regular;no;;;;approved;04/18/2012
India;primary;Nebraska;EB3;08/01/2011;11/30/2011;11/30/2011;12/01/2011;regular;no;;;;approved;04/13/2012
Ethiopia;primary;Texas;EB2;07/28/2011;02/28/2012;02/12/2012;;premium;;;;;approved;04/10/2012
India;primary;Texas;EB2;01/03/2012;04/12/2012;04/13/2012;;premium;;;;;approved;04/18/2012
India;primary;Nebraska;EB2;08/08/2008;02/21/2012;02/22/2012;02/23/2012;regular;;;;;approved;04/13/2012
India;primary;Texas;EB2;;04/12/2012;04/13/2012;;premium;;;;;approved;04/18/2012
India;primary;Nebraska;EB1C;10/18/2011;10/18/2011;10/18/2011;;regular;yes;01/18/2012;Explain day to day activities ... more;03/16/2012;approved;03/21/2012
India;primary;Texas;EB3;04/10/2009;06/06/2011;06/10/2011;;regular;;;;;approved;11/18/2011
Taiwan;primary;Nebraska;EB2;08/18/2011;11/18/2011;11/28/2011;;regular;;03/02/2012;Job Experience;04/05/2012;approved;04/17/2012
India;primary;Texas;EB1B;12/02/2011;12/02/2011;12/02/2011;12/02/2011;regular;no;;;;approved;04/10/2012
Pakistan;dependent;Texas;EB2;;09/05/2011;09/09/2011;09/12/2011;regular;yes;02/22/2012;Updated W2;03/03/2012;approved;03/28/2012
India;primary;Texas;EB2;11/08/2010;12/23/2011;12/23/2011;12/28/2011;regular;no;;;;approved;04/17/2012
India;primary;Dallas;EB2;12/22/2011;04/13/2012;04/13/2012;04/17/2012;premium;no;;;;approved;04/17/2012
Taiwan;primary;Nebraska;EB2;08/23/2011;01/26/2012;01/27/2012;01/30/2012;regular;;;;;approved;04/17/2012
India;primary;Nebraska;EB1C;04/21/2011;04/19/2011;04/21/2011;04/22/2011;regular;yes;12/07/2011;USCIS referenced  2007 and 200... more;12/29/2011;approved;04/17/2012
United Kingdom;primary;Texas;EB2-NIW;02/17/2012;02/16/2012;02/17/2012;02/17/2012;regular;no;;;;approved;04/17/2012
India;primary;Nebraska;EB2;10/11/2011;02/20/2012;02/21/2012;02/22/2012;regular;no;;;;approved;04/17/2012
India;primary;Texas;EB1C;01/04/2012;12/27/2011;01/04/2012;;regular;;;;;approved;03/20/2012
India;primary;Vermont;EB2;11/09/2011;03/28/2012;04/02/2012;04/13/2012;premium;no;;;;approved;04/13/2012
India;primary;Texas;EB2;09/09/2011;12/12/2011;12/14/2011;;regular;no;;;;approved;04/16/2012
India;primary;Chicago;EB3;;03/03/2010;03/13/2010;;regular;yes;;;;pending;
India;primary;Texas;EB1C;01/31/2012;01/31/2012;01/31/2012;02/02/2012;regular;no;;;;approved;04/12/2012
India;primary;Texas;EB2;06/29/2011;01/27/2012;01/31/2012;01/31/2012;regular;yes;03/22/2012;My Company did not share the R... more;04/02/2012;approved;04/14/2012
India;primary;California;EB1C;04/01/2011;04/28/2010;03/03/2010;;regular;yes;04/10/2012;;;pending;
India;primary;Texas;EB2;04/12/2010;08/20/2010;08/20/2010;09/02/2010;premium;;;;;approved;09/02/2010
India;primary;Nebraska;EB2;12/29/2011;04/06/2012;04/10/2012;04/16/2012;premium;no;;;;approved;04/11/2012
India;primary;Texas;EB2;09/19/2007;04/06/2012;04/09/2012;;premium;no;;;;approved;04/13/2012
India;primary;Texas;EB2;12/31/2007;12/13/2011;12/14/2011;12/19/2011;regular;no;;;;approved;04/16/2012
India;primary;Texas;EB2;12/13/2011;04/04/2012;04/05/2012;;premium;;;;;approved;04/12/2012
India;primary;Nebraska;EB2;05/24/2011;11/14/2011;12/12/2011;;regular;yes;03/23/2012;Attorney has forgot to sign on... more;04/06/2012;approved;04/13/2012
India;primary;Texas;EB2;07/19/2011;12/05/2011;12/06/2011;12/07/2011;regular;yes;03/13/2012;Asking for Letters from ex-emp... more;04/05/2012;approved;04/14/2012
France;primary;Nebraska;EB2;08/03/2011;02/03/2012;02/03/2012;02/07/2012;regular;no;;;;approved;04/13/2012
China;primary;Texas;EB2;10/19/2011;02/10/2012;02/13/2012;02/15/2012;regular;no;;;;approved;04/07/2012
India;primary;Nebraska;EB2;04/01/2011;10/19/2011;10/21/2011;;regular;yes;02/21/2012;1. USCIS indicated that the th... more;04/09/2012;approved;04/13/2012
India;primary;Texas;EB2;;12/29/2011;01/03/2012;;premium;no;;;;pending;
India;primary;Nebraska;EB2;12/13/2007;02/03/2012;02/06/2012;02/06/2012;premium;;;;;approved;02/09/2012
India;primary;Nebraska;EB2;06/27/2011;03/08/2012;03/09/2012;;premium;yes;03/15/2012;Education does not qualify for... more;04/09/2012;denied;04/10/2012
Peru;primary;Texas;EB3;;09/07/2011;09/09/2011;;premium;;;;;approved;03/01/2012
India;primary;Nebraska;EB2;;03/02/2012;03/02/2012;;premium;yes;03/09/2012;Evidence regarding the exact d... more;04/11/2012;approved;04/13/2012
India;primary;California;EB2;11/11/2011;02/17/2012;02/20/2012;;premium;;;;;approved;04/13/2012
India;primary;Nebraska;EB2;10/12/2011;03/05/2012;03/08/2012;;premium;yes;03/12/2012;;03/30/2012;approved;04/12/2012
Taiwan;primary;Texas;EB2-NIW;11/18/2011;11/18/2011;11/21/2011;04/13/2012;regular;no;;;;approved;04/13/2012
India;primary;Texas;EB2;;08/26/2010;08/27/2010;;premium;;;;;approved;09/03/2010
China;primary;Nebraska;EB2;10/21/2011;04/04/2012;04/05/2012;;premium;no;;;;approved;04/06/2012
India;primary;Nebraska;EB2;;04/09/2012;04/09/2012;04/11/2012;premium;no;;;;approved;04/11/2012
India;primary;Nebraska;EB2;;02/14/2012;02/15/2012;;regular;no;;;;approved;04/11/2012
United Kingdom;primary;Nebraska;EB2;01/07/2011;02/23/2011;02/23/2011;;regular;yes;09/09/2011;- Evidence employer can pay pr... more;11/09/2011;approved;04/13/2012
India;primary;Nebraska;EB2;09/24/2008;01/19/2012;01/20/2012;;regular;no;;;;approved;04/13/2012
India;primary;Nebraska;EB2;;01/27/2012;02/01/2012;;regular;no;;;;approved;04/12/2012
India;primary;Texas;EB2;12/13/2011;04/05/2012;04/05/2012;04/12/2012;premium;;;;;approved;04/13/2012
India;primary;Texas;EB2;07/23/2009;04/04/2012;04/05/2012;04/06/2012;premium;no;;;;approved;04/12/2012
India;primary;Texas;EB2;12/12/2011;03/30/2012;04/02/2012;04/05/2012;premium;no;;;;approved;04/12/2012
Lebanon;primary;Texas;EB1A;;02/24/2012;02/28/2012;;premium;;;;;approved;03/03/2012
India;primary;Nebraska;EB1C;;11/16/2011;11/16/2011;;regular;;;;;pending;
India;primary;Texas;EB2;06/24/2011;01/11/2012;01/12/2012;01/12/2012;regular;no;;;;approved;04/10/2012
India;primary;Nebraska;EB2;07/11/2011;01/03/2012;01/03/2012;01/03/2012;regular;yes;03/23/2012;Ability to Pay;04/06/2012;approved;04/12/2012
Indonesia;primary;Nebraska;EB2;09/30/2011;01/25/2012;01/26/2012;01/30/2012;regular;no;;;;approved;04/12/2012
India;primary;Texas;EB2;04/15/2008;04/04/2012;04/05/2012;;premium;;;;;approved;04/11/2012
India;primary;Texas;EB2;12/09/2011;03/30/2012;04/03/2012;;premium;no;;;;approved;04/11/2012
India;primary;Texas;EB2;01/09/2009;04/03/2012;04/05/2012;;premium;no;;;;approved;04/11/2012
Venezuela;primary;Texas;EB2;08/26/2011;12/21/2011;12/21/2011;12/23/2011;regular;no;;;;approved;04/12/2012
India;primary;Nebraska;EB2;09/02/2011;01/31/2012;02/01/2012;02/02/2012;regular;;;;;approved;04/11/2012
India;primary;Texas;EB3;06/02/2011;09/22/2011;09/26/2011;;premium;no;;;;approved;10/06/2011
India;primary;Nebraska;EB2;12/20/2011;03/28/2012;03/29/2012;;premium;yes;04/05/2012;Degree Transcripts for bachelo... more;04/05/2012;approved;04/09/2012
United Kingdom;primary;Nebraska;EB3;06/21/2011;11/21/2011;11/23/2011;11/28/2011;regular;no;;;;approved;04/11/2012
India;primary;Nebraska;EB2;04/09/2004;11/13/2006;11/14/2006;11/25/2006;regular;yes;;;;denied;04/05/2008
China;primary;Nebraska;EB2;08/31/2011;12/01/2011;12/06/2011;12/08/2011;regular;;;;;approved;03/13/2012
India;primary;Nebraska;EB3;07/07/2007;07/07/2007;07/09/2007;07/10/2007;regular;;;;;approved;12/12/2008
Peru;primary;Vermont;EB3;12/08/2006;03/03/2006;03/10/2006;;premium;;;;;approved;03/15/2006
India;primary;Texas;EB2;04/09/2009;06/12/2011;06/13/2011;06/14/2011;premium;no;;;;approved;06/23/2011
India;primary;Texas;EB2;03/19/2010;10/08/2010;10/08/2010;10/12/2010;regular;no;;;;approved;04/27/2011
Canada;primary;Texas;EB2;03/30/2010;11/18/2010;11/23/2010;;regular;;;;;pending;
India;primary;Texas;EB1A;;12/30/2011;01/02/2012;;premium;yes;01/06/2012;Service wanted further evidenc... more;03/28/2012;denied;04/09/2012
India;primary;Texas;EB2;01/06/2008;12/08/2011;11/12/2011;12/16/2011;regular;;;;;pending;
India;primary;Nebraska;EB2;10/14/2011;01/10/2012;01/12/2012;;regular;;;;;approved;04/04/2012
India;primary;Nebraska;EB3;10/25/2004;05/02/2007;05/04/2007;05/07/2007;regular;yes;12/28/2011;received RFE on 3 year degree.... more;03/20/2012;approved;03/29/2012
India;primary;Texas;EB2;12/30/2003;03/26/2012;03/27/2012;04/02/2012;premium;no;;;;approved;04/02/2012
India;primary;Nebraska;EB2;08/09/2011;03/30/2012;04/02/2012;04/04/2012;premium;no;;;;approved;04/04/2012
India;primary;Texas;EB2;01/29/2004;01/31/2012;02/02/2012;;premium;no;;;;approved;02/07/2012
India;primary;Texas;EB2;12/09/2011;03/30/2012;04/02/2012;;premium;;;;;approved;04/10/2012
Bolivia;primary;Nebraska;EB2;05/02/2011;11/10/2011;11/14/2011;;regular;no;;;;approved;03/05/2012
India;primary;Vermont;EB2;12/13/2010;12/01/2010;12/05/2010;;premium;;;;;approved;12/16/2010
India;primary;Texas;EB2;10/12/2011;03/28/2012;03/29/2012;;premium;no;;;;approved;04/03/2012
India;primary;Vermont;EB3;07/20/2009;06/20/2008;07/29/2009;07/29/2009;regular;no;;;;approved;07/29/2009
Philippines;primary;Nebraska;EB2;;10/16/2010;10/18/2010;10/26/2010;regular;yes;03/03/2011;rfe ;04/05/2011;approved;04/11/2011
India;primary;Nebraska;EB2;09/16/2011;01/27/2012;01/30/2012;02/01/2012;regular;no;;;;approved;04/09/2012
India;primary;Nebraska;EB2;10/29/2004;03/30/2012;04/02/2012;04/04/2012;premium;no;;;;approved;04/06/2012
